"薬品マスタ","2026/03/04"
"PK","","TZMYAKUHINMEISHO","TZMYAKUHIN","TZMYAKUHINBETSUKIHONJOHOKUBUN","","TZMYAKUKA","TZMYAKUHINMEISHO","TZMYAKUHIN","","TZMYAKUHINBETSUKIHONJOHOKUBUN",""
"YAKUHIN_CODE","","YAKUHIN_NM","HOST_CODE","SAIYO_DIV","","YAKKA","YAKUHIN_NM_KANA","ZAIKEI_CODE","","DOKUGEKIYAKU_DIV",""
"コード(区分値)","コード","名称","ホストコード","採用区分（区分値）(区分値)","採用区分（区分値）","薬価","カナ名称","剤形(区分値)","剤形","毒劇薬（区分値）(区分値)","毒劇薬（区分値）"
"ｲﾌｴ001","ｲﾌｴ001","イフェクサーＳＲカプセル３７．５ｍｇ","ｲﾌｪｸ","1","","101.90000","ｲﾌｪｸｻｰSRｶﾌﾟｾﾙ37.5mg","002","カプセル","2",""
"ｲﾌｴ002","ｲﾌｴ002","イフェクサーＳＲカプセル７５ｍｇ","ｲﾌｪｸ1","1","","167.60000","ｲﾌｪｸｻｰSRｶﾌﾟｾﾙ75mg","002","カプセル","2",""
"ｲﾍﾆ001","ｲﾍﾆ001","イベニティ皮下注１０５ｍｇシリンジ","ｲﾍﾞﾆ","1","","25061.00000","ｲﾍﾞﾆﾃｨﾋｶﾁｭｳ105mgｼﾘﾝｼﾞ","025","注射剤","0",""
"ｲﾘﾎ001","ｲﾘﾎ001","イリボー錠５μｇ","ｲﾘﾎﾞ","2","","61.00000","ｲﾘﾎﾞｰｼﾞｮｳ5μg","001","錠剤","2",""
"ｲﾙﾍ001","ｲﾙﾍ001","イルベサルタン錠５０ｍｇ「ニプロ」","ｲﾙﾍﾞ","0","","10.40000","ｲﾙﾍﾞｻﾙﾀﾝｼﾞｮｳ50mg｢ﾆﾌﾟﾛ｣","001","錠剤","0",""
"ｲﾙﾍ002","ｲﾙﾍ002","イルベサルタン錠５０ｍｇ「サワイ」","ｲﾙﾍﾞ2","1","","10.40000","ｲﾙﾍﾞｻﾙﾀﾝｼﾞｮｳ50mg｢ｻﾜｲ｣","001","錠剤","0",""
"ｲﾝｳ001","ｲﾝｳ001","インヴェガ錠３ｍｇ","ｲﾝｳﾞｪ3","1","","227.80000","ｲﾝｳﾞｪｶﾞｼﾞｮｳ3mg","001","錠剤","2",""
"ｲﾝｳ002","ｲﾝｳ002","インヴェガ錠６ｍｇ","ｲﾝｳﾞｪ6","1","","419.70000","ｲﾝｳﾞｪｶﾞｼﾞｮｳ6mg","001","錠剤","2",""
"ｲﾝﾁ001","ｲﾝﾁ001","インチュニブ錠１ｍｇ","ｲﾝﾁｭ","2","","398.80000","ｲﾝﾁｭﾆﾌﾞｼﾞｮｳ1mg","001","錠剤","2",""
"ｲﾝﾁ002","ｲﾝﾁ002","インチュニブ錠３ｍｇ","ｲﾝﾁｭ3","0","","527.20000","ｲﾝﾁｭﾆﾌﾞｼﾞｮｳ3mg","001","錠剤","2",""
"ｲﾝﾃ001","ｲﾝﾃ001","インテバン軟膏１％","ｲﾝﾃﾊﾞ1","0","","3.30000","ｲﾝﾃﾊﾞﾝﾅﾝｺｳ1%","014","軟膏","0",""
"ｲﾝﾃ002","ｲﾝﾃ002","インテバン外用液１％","ｲﾝﾃﾊﾞﾝ","1","","3.30000","ｲﾝﾃﾊﾞﾝｶﾞｲﾖｳｴｷ1%","017","外用液剤","0",""
"ｲﾝﾃ003","ｲﾝﾃ003","インデラル錠１０ｍｇ","","1","","10.40000","ｲﾝﾃﾞﾗﾙｼﾞﾖｳ10MG","001","錠剤","2",""
"ｲﾝﾃ004","ｲﾝﾃ004","インテバンクリーム１％","","1","","3.30000","ｲﾝﾃﾊﾞﾝｸﾘ-ﾑ1%","015","クリーム","0",""
"ｲﾝﾄ001","ｲﾝﾄ001","イントラリポス輸液２０％","ｲﾝﾄ","2","","1182.00000","ｲﾝﾄﾗﾘﾎﾟｽﾕｴｷ20%","025","注射剤","0",""
"ｳｲﾝ001","ｳｲﾝ001","ウインタミン細粒（１０％）","ｳｲﾝ","0","","9.80000","ｳｲﾝﾀﾐﾝｻｲﾘｭｳ(10%)","003","散","2",""
"ｳﾙｿ001","ｳﾙｿ001","ウルソデオキシコール酸錠１００ｍｇ「サワイ」","ｳﾙｿ","1","","10.40000","ｳﾙｿﾃﾞｵｷｼｺｰﾙｻﾝｼﾞｮｳ100mg｢ｻﾜｲ｣","001","錠剤","0",""
"ｳﾚﾊ001","ｳﾚﾊ001","ウレパールクリーム１０％","","0","","3.90000","ｳﾚﾊﾟ-ﾙｸﾘ-ﾑ10%","015","クリーム","0",""
"ｴｲｿ001","ｴｲｿ001","エイゾプト懸濁性点眼液１％","ｴｲｿﾞ","2","","170.30000","ｴｲｿﾞﾌﾟﾄｹﾝﾀﾞｸｾｲﾃﾝｶﾞﾝｴｷ1%","021","点眼剤","0",""
"ｴｻﾝ001","ｴｻﾝ001","エサンブトール錠２５０ｍｇ","ｴｻﾝ","0","","20.00000","ｴｻﾝﾌﾞﾄｰﾙｼﾞｮｳ250mg","001","錠剤","2",""
"ｴｽｼ001","ｴｽｼ001","エスシタロプラムＯＤ錠１０ｍｇ「トーワ」","ｴｽｼ","1","","51.90000","ｴｽｼﾀﾛﾌﾟﾗﾑODｼﾞｮｳ10mg｢ﾄｰﾜ｣","001","錠剤","2",""
"ｴｽｿ001","ｴｽｿ001","エスゾピクロン錠１ｍｇ「トーワ」","ｴｽｿﾞ","1","","7.70000","ｴｽｿﾞﾋﾟｸﾛﾝｼﾞｮｳ1mg｢ﾄｰﾜ｣","001","錠剤","0",""
"ｴｽﾋ001","ｴｽﾋ001","ＳＰトローチ０．２５ｍｇ「明治」","SPﾄ","1","","5.90000","SPﾄﾛｰﾁ0.25mg｢ﾒｲｼﾞ｣","008","トローチ","0",""
"ｴｾﾁ001","ｴｾﾁ001","エゼチミブＯＤ錠１０ｍｇ「トーワ」","","2","","30.70000","ｴｾﾞﾁﾐﾌﾞODｼﾞﾖｳ10MGﾄ-ﾜ","001","錠剤","0",""
"ｴｿﾒ001","ｴｿﾒ001","エソメプラゾールカプセル２０ｍｇ「ニプロ」","","1","","37.80000","ｴｿﾒﾌﾟﾗｿﾞ-ﾙｶﾌﾟｾﾙ20MGﾆﾌﾟﾛ","002","カプセル","0",""
"ｴﾁｿ001","ｴﾁｿ001","エチゾラム錠０．５ｍｇ「アメル」","ｴﾁｿﾞ5","1","","6.60000","ｴﾁｿﾞﾗﾑｼﾞｮｳ0.5mg｢ｱﾒﾙ｣","001","錠剤","0",""
"ｴﾁｿ002","ｴﾁｿ002","エチゾラム錠１ｍｇ「アメル」","ｴﾁｿﾞ4","1","","10.10000","ｴﾁｿﾞﾗﾑｼﾞｮｳ1mg｢ｱﾒﾙ｣","001","錠剤","0",""
"ｴﾁｿ003","ｴﾁｿ003","エチゾラム細粒１％「ＪＧ」","ｴﾁｿﾞ1","0","","18.60000","ｴﾁｿﾞﾗﾑｻｲﾘｭｳ1%｢JG｣","003","散","0",""
"ｴﾄﾄ001","ｴﾄﾄ001","エトドラク錠２００ｍｇ「タイヨー」","ｴﾄﾄﾞﾗ","0","","8.20000","ｴﾄﾄﾞﾗｸｼﾞｮｳ200mg｢ﾀｲﾖｰ｣","001","錠剤","2",""
"ｴﾅﾗ001","ｴﾅﾗ001","エナラプリルマレイン酸塩錠５ｍｇ「日新」","ｴﾅﾗ5","0","","10.40000","ｴﾅﾗﾌﾟﾘﾙﾏﾚｲﾝｻﾝｴﾝｼﾞｮｳ5mg｢ﾆｯｼﾝ｣","001","錠剤","0",""
"ｴﾅﾗ002","ｴﾅﾗ002","エナラプリルマレイン酸塩錠５ｍｇ「サワイ」","","1","","10.40000","ｴﾅﾗﾌﾟﾘﾙﾏﾚｲﾝｻﾝｴﾝｼﾞﾖｳ5MGｻﾜｲ","001","錠剤","0",""
"ｴﾈﾌ001","ｴﾈﾌ001","エネフリード輸液","ｴﾈﾌ","0","","1036.00000","ｴﾈﾌﾘｰﾄﾞﾕｴｷ","025","注射剤","0",""
"ｴﾊｽ001","ｴﾊｽ001","エバステル錠５ｍｇ","ｴﾊﾞｽ","0","","38.00000","ｴﾊﾞｽﾃﾙｼﾞｮｳ5mg","001","錠剤","0",""
"ｴﾊｽ002","ｴﾊｽ002","エバスチンＯＤ錠５ｍｇ「杏林」","","0","","17.40000","ｴﾊﾞｽﾁﾝODｼﾞﾖｳ5MGｷﾖｳﾘﾝ","001","錠剤","0",""
"ｴﾊｽ003","ｴﾊｽ003","エバスチンＯＤ錠５ｍｇ「サワイ」","","1","","17.40000","ｴﾊﾞｽﾁﾝODｼﾞﾖｳ5MGｻﾜｲ","001","錠剤","0",""
"ｴﾋｽ001","ｴﾋｽ001","エビスタ錠６０ｍｇ","ｴﾋﾞｽ","1","","51.40000","ｴﾋﾞｽﾀｼﾞｮｳ60mg","001","錠剤","0",""
"ｴﾋﾅ001","ｴﾋﾅ001","エピナスチン塩酸塩錠２０ｍｇ「ＪＧ」","ｴﾋﾟﾅ","0","","14.50000","ｴﾋﾟﾅｽﾁﾝｴﾝｻﾝｴﾝｼﾞｮｳ20mg｢JG｣","001","錠剤","0",""
"ｴﾋﾅ002","ｴﾋﾅ002","エピナスチン塩酸塩錠２０ｍｇ「トーワ」","ｴﾋﾟﾅｽ","1","","18.20000","ｴﾋﾟﾅｽﾁﾝｴﾝｻﾝｴﾝｼﾞｮｳ20mg｢ﾄｰﾜ｣","001","錠剤","0",""
"ｴﾋﾌ001","ｴﾋﾌ001","エビプロスタット配合錠ＤＢ","ｴﾋﾞﾌﾟ","0","","25.50000","ｴﾋﾞﾌﾟﾛｽﾀｯﾄﾊｲｺﾞｳｼﾞｮｳDB","001","錠剤","0",""
"ｴﾋﾘ001","ｴﾋﾘ001","エビリファイ錠１ｍｇ","ｴﾋﾞﾘ12","0","","11.40000","ｴﾋﾞﾘﾌｧｲｼﾞｮｳ1mg","001","錠剤","2",""
"ｴﾋﾘ002","ｴﾋﾘ002","エビリファイ錠３ｍｇ","ｴﾋﾞﾘ1","0","","34.10000","ｴﾋﾞﾘﾌｧｲｼﾞｮｳ3mg","001","錠剤","2",""
"ｴﾋﾘ003","ｴﾋﾘ003","エビリファイ錠６ｍｇ","ｴﾋﾞﾘ2","0","","65.30000","ｴﾋﾞﾘﾌｧｲｼﾞｮｳ6mg","001","錠剤","2",""
"ｴﾋﾘ004","ｴﾋﾘ004","エビリファイ散１％","ｴﾋﾞﾘ3","0","","69.30000","ｴﾋﾞﾘﾌｧｲｻﾝ1%","003","散","2",""
"ｴﾋﾘ005","ｴﾋﾘ005","エビリファイ錠１２ｍｇ","ｴﾋﾞﾘ4","0","","124.30000","ｴﾋﾞﾘﾌｧｲｼﾞｮｳ12mg","001","錠剤","2",""
"ｴﾋﾘ006","ｴﾋﾘ006","エビリファイ持続性水懸筋注用３００ｍｇシリンジ","ｴﾋﾞﾘ11","1","","34376.00000","ｴﾋﾞﾘﾌｧｲ持続ｾｲｽｲ懸ｷﾝﾁｭｳﾖｳ300mgｼﾘﾝｼﾞ","025","注射剤","2",""
"ｴﾋﾘ007","ｴﾋﾘ007","エビリファイ持続性水懸筋注用４００ｍｇシリンジ外来用","ｴﾋﾞﾘ10","1","","41300.00000","ｴﾋﾞﾘﾌｧｲ持続ｾｲｽｲ懸ｷﾝﾁｭｳﾖｳ400mgｼﾘﾝｼﾞ","025","注射剤","2",""
"ｴﾋﾘ009","ｴﾋﾘ009","エビリファイ内用液0.1％　3ml","","1","","33.00000","ｴﾋﾞﾘﾌｱｲﾅｲﾖｳｴｷ0.1%","007","液（内用）","2",""
"ｴﾋﾘ010","ｴﾋﾘ010","エビリファイ内用液0.1％　6ml","","1","","0","エビリファイ内用液0.1％　6ml","007","液（内用）","2",""
"ｴﾌｲ001","ｴﾌｲ001","エフィエント錠２．５ｍｇ","ｴﾌｨ","2","","178.00000","ｴﾌｨｴﾝﾄｼﾞｮｳ2.5mg","001","錠剤","0",""
"ｴﾌｲ002","ｴﾌｲ002","エフィナコナゾール爪外用液１０％「サワイ」","","2","","676.30000","ｴﾌｲﾅｺﾅｿﾞ-ﾙﾂﾒｶﾞｲﾖｳｴｷ10%ｻﾜｲ","017","外用液剤","0",""
"ｴﾌﾗ001","ｴﾌﾗ001","エブランチルカプセル１５ｍｇ","ｴﾌﾞﾗ","1","","15.80000","ｴﾌﾞﾗﾝﾁﾙｶﾌﾟｾﾙ15mg","002","カプセル","0",""
"ｴﾍﾘ001","ｴﾍﾘ001","エペリゾン塩酸塩錠５０ｍｇ「日医工」","ｴﾍﾟﾘ2","0","","6.10000","ｴﾍﾟﾘｿﾞﾝｴﾝｻﾝｴﾝｼﾞｮｳ50mg｢ﾆﾁｲｺｳ｣","001","錠剤","0",""
"ｴﾎｼ001","ｴﾎｼ001","エポジン注シリンジ３０００","ｴﾎﾟ3","0","","835.00000","ｴﾎﾟｼﾞﾝﾁｭｳｼﾘﾝｼﾞ3000","025","注射剤","2",""
"ｴﾎﾁ001","ｴﾎﾁ001","エホチール注１０ｍｇ","ｴﾎﾁ1","1","","61.00000","ｴﾎﾁｰﾙﾁｭｳ10mg","025","注射剤","2",""
"ｴﾘｷ001","ｴﾘｷ001","エリキュース錠２．５ｍｇ","ｴﾘｽ","2","","114.70000","ｴﾘｷｭｰｽｼﾞｮｳ2.5mg","001","錠剤","0",""
"ｴﾘｽ002","ｴﾘｽ002","エリスロシンドライシロップＷ２０％","","0","","32.00000","ｴﾘｽﾛｼﾝﾄﾞﾗｲｼﾛﾂﾌﾟW20%","003","散","0",""
"ｴﾘｽ003","ｴﾘｽ003","エリスロシン錠２００ｍｇ","","2","","8.70000","ｴﾘｽﾛｼﾝｼﾞﾖｳ200MG","001","錠剤","0",""
"ｴﾙｶ001","ｴﾙｶ001","エルカルチンＦＦ錠２５０ｍｇ","ｴﾙｶﾙ2","2","","160.30000","ｴﾙｶﾙﾁﾝFFｼﾞｮｳ250mg","001","錠剤","0",""
"ｴﾝｶ001","ｴﾝｶ001","塩化カリウム","ｴﾝｶｶ2*","1","","0.78000","ｴﾝｶｶﾘｳﾑ","003","散","0",""
"ｴﾝｶ002","ｴﾝｶ002","塩化ナトリウム","ｴﾝｶﾅﾄ","1","","0.77000","ｴﾝｶﾅﾄﾘｳﾑ","003","散","0",""
"ｴﾝｶ003","ｴﾝｶ003","１０％塩化ナトリウム注射液","ｴﾝｶ1","1","","100.00000","10%ｴﾝｶﾅﾄﾘｳﾑﾁﾕｳｼﾔｴｷ","025","注射剤","0",""
"ｴﾝｻ001","ｴﾝｻ001","塩酸メトクロプラミド注射液１０ｍｇ「タカタ」","ﾒﾄｸ","0","","61.00000","ｴﾝｻﾝﾒﾄｸﾛﾌﾟﾗﾐﾄﾞﾁｭｳｼｬｴｷ10mg｢ﾀｶﾀ｣","025","注射剤","0",""
"ｴﾝﾃ001","ｴﾝﾃ001","エンテカビルＯＤ錠０．５ｍｇ「サワイ」","","0","","71.50000","ｴﾝﾃｶﾋﾞﾙODｼﾞﾖｳ0.5MGｻﾜｲ","001","錠剤","2",""
"ｴﾝﾚ001","ｴﾝﾚ001","エンレスト錠１００ｍｇ","ｴﾝﾚ","2","","106.90000","ｴﾝﾚｽﾄｼﾞｮｳ100mg","001","錠剤","0",""
"ｵｲﾗ001","ｵｲﾗ001","オイラックスクリーム１０％","ｵｲﾗｯｸ","1","","5.81000","ｵｲﾗｯｸｽｸﾘｰﾑ10%","015","クリーム","0",""
"ｵｷｻ001","ｵｷｻ001","オキサロール軟膏２５μｇ／ｇ","ｵｷｻﾛｰﾙ","1","","50.20000","ｵｷｻﾛｰﾙﾅﾝｺｳ25μg/g","014","軟膏","2",""
"ｵｸﾒ001","ｵｸﾒ001","オーグメンチン配合錠２５０ＲＳ","ｵｰｸﾞ","2","","45.70000","ｵｰｸﾞﾒﾝﾁﾝﾊｲｺﾞｳｼﾞｮｳ250RS","001","錠剤","0",""
"ｵｾﾂ001","ｵｾﾂ001","オゼックス錠１５０","ｵｾﾞｯｸｽ","0","","48.70000","ｵｾﾞｯｸｽｼﾞｮｳ150","001","錠剤","0",""
"ｵｾﾙ001","ｵｾﾙ001","オセルタミビルカプセル７５ｍｇ「サワイ」","ｵｾﾙ","1","","111.60000","ｵｾﾙﾀﾐﾋﾞﾙｶﾌﾟｾﾙ75mg｢ｻﾜｲ｣","002","カプセル","0",""
"ｵﾃｽ001","ｵﾃｽ001","オテズラ錠１０ｍｇ","ｵﾃｽﾞ1","0","","329.90000","ｵﾃｽﾞﾗｼﾞｮｳ10mg","001","錠剤","2",""
"ｵﾃｽ002","ｵﾃｽ002","オテズラ錠２０ｍｇ","ｵﾃｽﾞ2","0","","659.70000","ｵﾃｽﾞﾗｼﾞｮｳ20mg","001","錠剤","2",""
"ｵﾃｽ003","ｵﾃｽ003","オテズラ錠３０ｍｇ","ｵﾃｽﾞ","2","","989.60000","ｵﾃｽﾞﾗｼﾞｮｳ30mg","001","錠剤","2",""
"ｵﾃｽ004","ｵﾃｽ004","オテズラ錠ｽﾀｰﾀｰﾊﾟｯｸ","ｵﾃｽﾞｽﾀ","0","","0","ｵﾃｽﾞﾗｼﾞｮｳｽﾀｰﾀｰﾊﾟｯｸ","024","その他","0",""
"ｵﾌﾛ001","ｵﾌﾛ001","オフロキサシン点眼液０．３％「ＪＧ」","ｵﾌﾛ","1","","107.40000","ｵﾌﾛｷｻｼﾝﾃﾝｶﾞﾝｴｷ0.3%｢JG｣","021","点眼剤","0",""
"ｵﾗﾝ001","ｵﾗﾝ001","オランザピン錠２．５ｍｇ「ヨシトミ」","ｵﾗﾝ2.5","0","","9.20000","ｵﾗﾝｻﾞﾋﾟﾝｼﾞｮｳ2.5mg｢ﾖｼﾄﾐ｣","001","錠剤","2",""
"ｵﾗﾝ002","ｵﾗﾝ002","オランザピンＯＤ錠５ｍｇ「ヨシトミ」","ｵﾗﾝ5","0","","18.90000","ｵﾗﾝｻﾞﾋﾟﾝODｼﾞｮｳ5mg｢ﾖｼﾄﾐ｣","001","錠剤","2",""
"ｵﾗﾝ003","ｵﾗﾝ003","オランザピンＯＤ錠１０ｍｇ「ヨシトミ」","ｵﾗﾝ10","0","","33.60000","ｵﾗﾝｻﾞﾋﾟﾝODｼﾞｮｳ10mg｢ﾖｼﾄﾐ｣","001","錠剤","2",""
"ｵﾗﾝ004","ｵﾗﾝ004","オランザピン細粒１％「ヨシトミ」","ｵﾗﾝｻｲ","0","","67.10000","ｵﾗﾝｻﾞﾋﾟﾝｻｲﾘｭｳ1%｢ﾖｼﾄﾐ｣","003","散","2",""
"ｵﾗﾝ005","ｵﾗﾝ005","オランザピンＯＤ錠１０ｍｇ「ＮＰ」","","0","","30.70000","ｵﾗﾝｻﾞﾋﾟﾝODｼﾞﾖｳ10MGNP","001","錠剤","2",""
"ｵﾗﾝ006","ｵﾗﾝ006","オランザピンＯＤ錠５ｍｇ「ＮＰ」","","0","","17.00000","ｵﾗﾝｻﾞﾋﾟﾝODｼﾞﾖｳ5MGNP","001","錠剤","2",""
"ｵﾗﾝ007","ｵﾗﾝ007","オランザピン錠２．５ｍｇ「ＮＰ」","","0","","8.20000","ｵﾗﾝｻﾞﾋﾟﾝｼﾞﾖｳ2.5MGNP","001","錠剤","2",""
"ｵﾗﾝ008","ｵﾗﾝ008","オランザピン細粒１％「ＮＰ」","","0","","63.30000","ｵﾗﾝｻﾞﾋﾟﾝｻｲﾘﾕｳ1%NP","004","細粒","2",""
"ｵﾗﾝ009","ｵﾗﾝ009","オランザピンＯＤ錠２．５ｍｇ「ニプロ」","","0","","8.20000","ｵﾗﾝｻﾞﾋﾟﾝODｼﾞﾖｳ2.5MGﾆﾌﾟﾛ","001","錠剤","2",""
"ｵﾗﾝ010","ｵﾗﾝ010","オランザピンＯＤ錠５ｍｇ「ニプロ」","","1","","17.00000","ｵﾗﾝｻﾞﾋﾟﾝODｼﾞﾖｳ5MGﾆﾌﾟﾛ","001","錠剤","2",""
"ｵﾗﾝ011","ｵﾗﾝ011","オランザピンＯＤ錠１０ｍｇ「ニプロ」","","1","","30.70000","ｵﾗﾝｻﾞﾋﾟﾝODｼﾞﾖｳ10MGﾆﾌﾟﾛ","001","錠剤","2",""
"ｵﾗﾝ012","ｵﾗﾝ012","オランザピン細粒１％「ニプロ」","","1","","38.60000","ｵﾗﾝｻﾞﾋﾟﾝｻｲﾘﾕｳ1%ﾆﾌﾟﾛ","004","細粒","2",""
"ｵﾗﾝ013","ｵﾗﾝ013","オランザピン錠２．５ｍｇ「ニプロ」","","1","","8.20000","ｵﾗﾝｻﾞﾋﾟﾝｼﾞﾖｳ2.5MGﾆﾌﾟﾛ","001","錠剤","2",""
"ｵﾙｾ001","ｵﾙｾ001","オルセノン軟膏０．２５％","ｵﾙｾ","0","","40.30000","ｵﾙｾﾉﾝﾅﾝｺｳ0.25%","014","軟膏","0",""
"ｵﾙﾒ001","ｵﾙﾒ001","オルメテックＯＤ錠１０ｍｇ","ｵﾙﾒ","2","","17.50000","ｵﾙﾒﾃｯｸODｼﾞｮｳ10mg","001","錠剤","0",""
"ｵﾛﾊ002","ｵﾛﾊ002","オロパタジン塩酸塩錠５ｍｇ「トーワ」","ｵﾛﾊﾟﾀ","0","","10.40000","ｵﾛﾊﾟﾀｼﾞﾝｴﾝｻﾝｴﾝｼﾞｮｳ5mg｢ﾄｰﾜ｣","001","錠剤","0",""
"ｵﾛﾊ003","ｵﾛﾊ003","オロパタジン塩酸塩ＯＤ錠５ｍｇ「トーワ」","","1","","10.40000","ｵﾛﾊﾟﾀｼﾞﾝｴﾝｻﾝｴﾝODｼﾞﾖｳ5MGﾄ-ﾜ","001","錠剤","0",""
"ｵﾝｼ001","ｵﾝｼ001","オンジェンティス錠２５ｍｇ","ｵﾝｼﾞ","0","","946.60000","ｵﾝｼﾞｪﾝﾃｨｽｼﾞｮｳ25mg","001","錠剤","2",""
"ｶｽｺ001","ｶｽｺ001","ガスコン錠４０ｍｇ","","0","","5.90000","ｶﾞｽｺﾝｼﾞﾖｳ40MG","001","錠剤","0",""
"ｶｽﾓ001","ｶｽﾓ001","ガスモチン散１％","ｶﾞｽﾓ1","0","","19.80000","ｶﾞｽﾓﾁﾝｻﾝ1%","003","散","0",""
"ｶｾｻ001","ｶｾｻ001","風邪Ⅲ(院内製剤)","ｶｾﾞ3","1","","0","ﾌｳ邪Ⅲ(院ﾅｲｾｲｻﾞｲ)","024","その他","0",""
"ｶｾﾆ001","ｶｾﾆ001","風邪Ⅱ(院内製剤)","ｶｾﾞ2","1","","0","ﾌｳ邪Ⅱ(院ﾅｲｾｲｻﾞｲ)","024","その他","0",""
"ｶﾀﾌ001","ｶﾀﾌ001","カタプレス錠７５μｇ","ｶﾀﾌﾟ","0","","6.10000","ｶﾀﾌﾟﾚｽｼﾞｮｳ75μg","001","錠剤","0",""
"ｶﾊﾍ001","ｶﾊﾍ001","ガバペン錠２００ｍｇ","ｶﾞﾊﾞﾍﾟ","0","","24.60000","ｶﾞﾊﾞﾍﾟﾝｼﾞｮｳ200mg","001","錠剤","0",""
"ｶﾓｽ001","ｶﾓｽ001","カモスタットメシル酸塩錠１００ｍｇ「サワイ」","ｶﾓｽﾀ","1","","10.00000","ｶﾓｽﾀｯﾄﾒｼﾙｻﾝｴﾝｼﾞｮｳ100mg｢ｻﾜｲ｣","001","錠剤","0",""
"ｶﾗﾝ001","ｶﾗﾝ001","ガランタミンＯＤ錠４ｍｇ「日医工」","ｶﾞﾗﾝ1","1","","18.40000","ｶﾞﾗﾝﾀﾐﾝODｼﾞｮｳ4mg｢ﾆﾁｲｺｳ｣","001","錠剤","2",""
"ｶﾗﾝ002","ｶﾗﾝ002","ガランタミンＯＤ錠４ｍｇ「アメル」","ｶﾞﾗﾝ4","0","","18.40000","ｶﾞﾗﾝﾀﾐﾝODｼﾞｮｳ4mg｢ｱﾒﾙ｣","001","錠剤","2",""
"ｶﾗﾝ003","ｶﾗﾝ003","ガランタミンＯＤ錠１２ｍｇ「アメル」","ｶﾞﾗﾝ12","0","","36.00000","ｶﾞﾗﾝﾀﾐﾝODｼﾞｮｳ12mg｢ｱﾒﾙ｣","001","錠剤","2",""
"ｶﾗﾝ004","ｶﾗﾝ004","ガランタミンＯＤ錠１２ｍｇ「日医工」","ｶﾞﾗﾝ2","1","","27.60000","ｶﾞﾗﾝﾀﾐﾝODｼﾞｮｳ12mg｢ﾆﾁｲｺｳ｣","001","錠剤","2",""
"ｶﾘﾒ001","ｶﾘﾒ001","カリメートドライシロップ９２．５９％","","2","","9.60000","ｶﾘﾒ-ﾄﾄﾞﾗｲｼﾛﾂﾌﾟ92.59%","003","散","0",""
"ｶﾙﾊ001","ｶﾙﾊ001","カルバマゼピン錠１００ｍｇ「アメル」","ｶﾙﾊ100","1","","5.90000","ｶﾙﾊﾞﾏｾﾞﾋﾟﾝｼﾞｮｳ100mg｢ｱﾒﾙ｣","001","錠剤","0",""
"ｶﾙﾊ002","ｶﾙﾊ002","カルバマゼピン錠２００ｍｇ「アメル」","ｶﾙﾊ200","1","","10.00000","ｶﾙﾊﾞﾏｾﾞﾋﾟﾝｼﾞｮｳ200mg｢ｱﾒﾙ｣","001","錠剤","0",""
"ｶﾙﾊ003","ｶﾙﾊ003","カルバマゼピン細粒５０％「アメル」","ｶﾙﾊﾞ**","1","","22.20000","ｶﾙﾊﾞﾏｾﾞﾋﾟﾝｻｲﾘｭｳ50%｢ｱﾒﾙ｣","003","散","0",""
"ｶﾙﾋ001","ｶﾙﾋ001","カルビスケン錠５ｍｇ","ｶﾙﾋﾞ","0","","9.80000","ｶﾙﾋﾞｽｹﾝｼﾞｮｳ5mg","001","錠剤","2",""
"ｶﾙﾍ001","ｶﾙﾍ001","カルベジロール錠１０ｍｇ「サワイ」","ｶﾙﾍﾞｼﾞ","0","","10.40000","ｶﾙﾍﾞｼﾞﾛｰﾙｼﾞｮｳ10mg｢ｻﾜｲ｣","001","錠剤","0",""
"ｶﾙﾍ002","ｶﾙﾍ002","カルベジロール錠１０ｍｇ「ＤＳＥＰ」","","1","","10.40000","ｶﾙﾍﾞｼﾞﾛ-ﾙｼﾞﾖｳ10MGDSEP","001","錠剤","0",""
"ｶﾙﾎ001","ｶﾙﾎ001","カルボシステイン錠２５０ｍｇ「トーワ」","ｶﾙﾎﾞ25","1","","10.40000","ｶﾙﾎﾞｼｽﾃｲﾝｼﾞﾖｳ250MGﾄ-ﾜ","001","錠剤","0",""
"ｶﾛﾅ001","ｶﾛﾅ001","カロナール細粒２０％","ｶﾛﾅｰﾙ2","1","","12.20000","ｶﾛﾅｰﾙｻｲﾘｭｳ20%","003","散","2",""
"ｶﾛﾅ002","ｶﾛﾅ002","カロナール錠２００","ｶﾛﾅｼﾞｮ","1","","6.70000","ｶﾛﾅｰﾙｼﾞｮｳ200","001","錠剤","0",""
"ｶﾛﾅ003","ｶﾛﾅ003","カロナール坐剤２００","ｶﾛﾅ-ﾙｻ","1","","31.40000","ｶﾛﾅｰﾙｻﾞｻﾞｲ200","012","坐剤","0",""
"ｷｼﾛ001","ｷｼﾛ001","キシロカインビスカス２％","ｷｼﾛ","0","","5.30000","ｷｼﾛｶｲﾝﾋﾞｽｶｽ2%","007","液（内用）","2",""
"ｷｼﾛ002","ｷｼﾛ002","キシロカイン注シリンジ０．５％","ｷｼﾛ2","1","","210.00000","ｷｼﾛｶｲﾝﾁｭｳｼﾘﾝｼﾞ0.5%","025","注射剤","2",""
"ｷｼﾛ003","ｷｼﾛ003","静注用キシロカイン２％","ｷｼﾛ2%","0","","119.00000","ｼﾞｮｳﾁｭｳﾖｳｷｼﾛｶｲﾝ2%","025","注射剤","2",""
